length_m,objectid,featuretype,description,class,name,operationalstatus,state,spatialconfidence,revised,ga_guid,capacitykv,comment_,st_lengthshape
7217.13825032,1787,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Queanbeyan to Karabar (East),Operational,New South Wales,4,2015/03/19 00:00:00+00,{228F063B-B2B8-43B1-8D9C-DF62DA216E64},66,,0.0722248939275491
5672.75588805,1788,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Queanbeyan to Karabar,Operational,New South Wales,1,2015/07/03 00:00:00+00,{864B229A-699B-4A2B-B114-6EAEB74AF92F},66,,0.056329210553588
81958.11972296,1789,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Berremangra to Wallaroo,Operational,New South Wales,4,2016/12/09 00:00:00+00,{76D85933-A962-4033-90CE-5D72BC966E42},66,,0.814587245519302
37906.25432068,1790,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Yass to Tee,Operational,New South Wales,4,2016/12/09 00:00:00+00,{FB7985C2-0530-4C40-A22C-2A747151F9A9},132,,0.374171265107388
38767.90169687,1791,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Yass to Tee (North East),Operational,New South Wales,4,2016/12/09 00:00:00+00,{FA0E1B0F-420F-4832-BA45-8261ADB8DC49},132,,0.384489269937937
28733.17808756,1792,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Bungendore to Woodlawn Bioreactor,Operational,New South Wales,4,2015/04/15 00:00:00+00,{0010E52D-713F-4102-BBC9-8671364031CA},66,,0.27830414536402
1973.04931273,1793,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Millingandi to Bald Hill,Operational,New South Wales,4,2016/12/09 00:00:00+00,{5F5B3B85-49E1-4FA2-8CB8-B73A5730D162},66,,0.0201240360391225
16950.61822553,1794,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Black Range to Tathra,Operational,New South Wales,4,2016/12/09 00:00:00+00,{5EFB5AE9-6A3F-4363-9045-C208618545B6},66,,0.172760957964966
3857.68199913,1795,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Millingandi to EOL,Operational,New South Wales,4,2016/12/09 00:00:00+00,{831266C6-68A1-4F7B-A323-00562D4775F1},66,,0.0392016219552024
20222.73988784,1796,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Brogo to Cobargo,Operational,New South Wales,4,2010/10/15 00:00:00+00,{3806C018-1056-4CDC-B902-FBC3B9EE8A83},66,,0.191851752664835
16481.57784922,1797,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Bega to Brogo,Operational,New South Wales,4,2015/10/16 00:00:00+00,{326C982E-AA47-4DF6-BBDA-34048C19191E},66,,0.152670707117914
20122.13243441,1798,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Brown Mountain to Quira,Operational,New South Wales,4,2016/12/12 00:00:00+00,{BDE940D3-5CF8-4EE4-9B86-F6025AD2D3FB},66,,0.215531171789969
10775.77355563,1799,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Brown Mountain to Steeple Flat,Operational,New South Wales,4,2016/12/12 00:00:00+00,{37E91388-376C-4626-835E-25FCA70EA01A},66,,0.117020046079895
40766.79481307,1800,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Steeple Flat to Bombala,Operational,New South Wales,4,2016/12/12 00:00:00+00,{7AF141E1-7688-42D8-947C-FC8F2183247A},66,,0.387778933856854
23870.5446798,1801,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Steeple Flat to Springfield,Operational,New South Wales,3,2016/12/12 00:00:00+00,{C68D403C-73A1-48B2-99BF-40B82F1D0258},132,,0.258902688726313
51205.48377453,1802,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,East Jindabyne to Cooma,Operational,New South Wales,4,2016/12/12 00:00:00+00,{F6C3AF74-9FD2-437B-9D53-63320EC73434},66,,0.537059390631319
16648.83124951,1803,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Jindabyne to East Jindabyne,Operational,New South Wales,4,2016/12/12 00:00:00+00,{D9F9DF1C-6BC7-43CC-B43D-7627BBBD281A},66,,0.16743392863173
26891.25167015,1804,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Providence Portal to Cabramurra,Operational,New South Wales,4,2016/12/12 00:00:00+00,{65C033CF-C8CB-4FB9-8E29-6ADF3621AB96},66,,0.283974992021538
9875.81226617,1805,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Adaminaby to Providence Portal,Operational,New South Wales,4,2016/12/12 00:00:00+00,{46DF6129-4A16-4BCA-BDB0-D6F69FA1E69B},66,,0.0985139960906134
87323.06172844,1806,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Deniliquin 132 to Barham,Operational,New South Wales,4,2016/12/12 00:00:00+00,{405D926B-FCA2-42C4-9D80-6CAF5308B278},66,,0.939168052692881
5484.60114119,1807,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Deniliquin 132 to Deniliquin,Operational,New South Wales,4,2016/12/12 00:00:00+00,{E97BDD88-B29E-4B0D-881D-CEE6873652CD},66,,0.0556351395291015
68848.79473202,1808,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Deniliquin 132 to Moama,Operational,New South Wales,4,2016/12/12 00:00:00+00,{43CF7ECF-E46A-4840-994B-A60B338CE526},66,,0.659693292196673
68751.96710868,1809,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Deniliquin to Murgha,Operational,New South Wales,4,2016/12/12 00:00:00+00,{CC812E2A-1897-43C2-A463-1B6149E8E35F},66,,0.71077000574435
35356.69676222,1810,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Murgha to Moulamein,Operational,New South Wales,4,2016/12/12 00:00:00+00,{43CA9451-7B77-4111-A1B8-A0CB7A8F3EF2},66,,0.377869909023204
72508.77332433,1811,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Evans Tee to Moruya Nth,Operational,New South Wales,4,2016/12/12 00:00:00+00,{1B764762-896B-466E-84C5-84D4EE063B2A},132,,0.69265876014242
53623.32715908,1812,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Batemans Bay to Evans Lane,Operational,New South Wales,4,2016/12/12 00:00:00+00,{9C0B5063-89B8-406D-B4A0-7D5089CCA7E8},132,,0.520154010992217
6954.95647248,1813,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Evans Lane to Ulladulla,Operational,New South Wales,4,2016/12/12 00:00:00+00,{6DFC5B8F-AB31-4B19-AC6C-38C52AB65CD0},132,,0.0736376391426713
6609.04569345,1814,Transmission Line,A network of wires and insulators used to connect and transport high voltage electricity from generators to large demand customers and the lower voltage electricity distribution network,Overhead,Ulladulla to Tee,Operational,New South Wales,4,2016/12/12 00:00:00+00,{D6B058AE-33B5-4A18-9F90-08706E1BEAD7},132,,0.0707683151769794
